doc_id,class,sentiment,year_published,bias,cluster_label,sentence,lemmatized_sent
770376882,Dnevnik,positive,2017,left,1,"Veliko težje si je bilo zamisliti , kako bi bil videti film o lezbični ljubezenski zgodbi iz Tajvana , države , od koder nas že tako ali tako doseže bolj malo filmov , kaj šele z vsebinami LGBT .","veliko tezko se biti biti zamisliti , kako biti biti videti film o lezbicen ljubezenski zgodba iz tajvana , drzava , od koder jaz ze tako ali tako doseci bolj malo film , kaj sele z vsebina lgbt ."
613856810,vecer.com,neutral,2017,left,1,"Sociologinja , literatinja in dolgoletna lezbična aktivistka Suzana Tratnik opisuje , kako se je velik del naboja družbenih bojev iz osemdesetih let prejšnjega stoletja razpršil , aktivistke in aktivisti danes delujejo v nevladnih organizacijah ali akademskih institucijah .","sociologinja , literatinja in dolgoleten lezbicen aktivistka suzana tratnik opisoja , kako se biti velik del naboj druzben boj iz osemdeseti leto prejsnji stoletje razprsilo , aktivistka in aktivisti danes delovati v nevladen organizacija ali akademski institucija ."
590307899,Dnevnik,neutral,2017,left,1,Pornografski izvid sveta : Zmaga lezbičnih vsebin .,pornografski izvid svet : zmaga lezbicen vsebina .
590307899,Dnevnik,neutral,2017,left,1,"Za kar so v največji meri zaslužne ZDA , kajti lezbične vsebine so tamkaj zmagovite .","za kar biti v velik mera zasluzna zda , kajti lezbicen vsebina biti tamkaj zmagovite ."
672046794,vecer.com,positive,2017,left,1,"O tem , kje na področju doseganja enakopravnosti gejev in lezbijk v Sloveniji smo , v čem smo izjema v svetu , in o pomenu parade ponosa smo se pogovarjali z arheologinjo in koordinatorico lezbične sekcije LL Tatjano Greif , ki velja za eno od slovenskih veterank v boju za pravice lezbijk in gejev .","o ta , kje na podrocje doseganje enakopravnost gej in lezbijka v slovenija biti , v kaj biti izjema v svet , in o pomen parada ponos biti se pogovarjati z arheologinjo in koordinatorica lezbicen sekcija ll tatjano greif , ki veljati za en od slovenski veteranka v boj za pravica lezbijka in gej ."
672046794,vecer.com,positive,2017,left,1,"Tisti , ki so sredi osemdesetih let zaorali ledino , pionirji gejevskega in lezbičnega gibanja , ne le v Sloveniji , v vsej vzhodni Evropi , so postavili homoseksualnost v vidno polje , odprli prostor za prodor tematike v politični , pravni in družbeni diskurz .","tisti , ki biti sredi osemdeseti leto zaorala ledino , pionir gejevski in lezbicen gibanje , ne le v slovenija , v ves vzhoden evropa , biti postaviti homoseksualnost v vidno polje , odpreti prostor za prodor tematika v politicen , praven in druzben diskurz ."
757417353,Delo,neutral,2017,left,1,"Da je podeljevanje certifikata LGBT prijazno , ki ga poznajo številna mesta po svetu , predvsem pomembno simbolno sporočilo , meni Roman Kuhar , sociolog z ljubljanske filozofske fakultete , ki med drugim raziskuje gejevske in lezbične študije .","da biti podeljevanje certifikat lgbt prijazno , ki on poznati stevilen mesto po svet , predvsem pomemben simbolno sporocilo , jaz roman kuhar , sociolog z ljubljanski filozofska fakulteta , ki med drug raziskoj gejevski in lezbicen studija ."
774353798,Delo,neutral,2017,left,1,"Skupaj z režiserskim kolegom Dominikom Mencejem sta pred dvema letoma , v predpripravah na referendum o izenačitvi zakonske zveze za homoseksualne pare , svoje kamere usmerila v lezbični par , ki je postal poster family v neusmiljeni kampanji ZA .","skupaj z reziserski kolega dominik mencej biti pred dva leto , v predpriprava na referendum o izenacitev zakonski zveza za homoseksualna pare , svoj kamera usmeriti v lezbicen par , ki biti postati poster family v neusmiljen kampanja za ."
774353798,Delo,neutral,2017,left,1,"Kot sta povedala po predpremieri filma na pravkar končanem Festivalu lezbičnega in gejevskega filma v Kinoteki , sta hotela posneti dokument časa , zato nista cenzurirala nivoja debate , ki je bil značilen za to tematiko v javnih pogovorih .","kot biti povedati po predpremier film na pravkar koncan festival lezbicen in gejevski film v kinoteki , biti hoteti posnet dokument cas , zato biti cenzuriral nivo debata , ki biti biti znacilen za ta tematiko v javen pogovor ."
774353798,Delo,neutral,2017,left,1,"Zato kljub temu da nas film spusti v stanovanje lezbičnega para , njuna intimna zgodba ni kompromitirana .","zato kljub ta da jaz film spustiti v stanovanje lezbicen para , njun intimna zgodba biti kompromitiran ."
800488622,Delo,positive,2018,left,1,"V izboru kratkih zgodb Kličite me Esteban bosanska avtorica Lejla Kalamujić pogumno povezuje teme osame , prezgodnje izgube matere , otroštva z vedno odsotnim očetom alkoholikom , lezbične identitete v nestrpnem okolju , begunstva v nedavni vojni , duševnega zdravja in temeljne neumeščenosti v okolju in svetu .","v izbor kratek zgodba klicite jaz esteban bosanska avtorica lejla kalamujic pogumen povezovati tema osama , prezgodnja izguba mati , otrostvo z vedno odsoten oce alkoholik , lezbicen identiteta v nestrpen okolje , begunstvo v nedaven vojna , duseven zdravje in temeljen neumescenost v okolje in svet ."
812775097,Delo,positive,2018,left,1,"Takrat je bila še bolj provokativna skulptura Vdovi , ki prikazuje goli ženski v lezbični nasladi .","takrat biti biti se bolj provokativna skulptura vdov , ki prikazovati gol zenska v lezbicen naslad ."
869916377,vecer.com,neutral,2018,left,1,"Toda Ailbhe Smyth , irska feministka in lezbična aktivistka , meni , da teh dveh zadev ne gre primerjati .","toda ailbha smyth , irska feministka in lezbicen aktivistka , jaz , da ta dva zadeva ne iti primerjati ."
814822292,Delo,neutral,2018,left,1,"Zdaj je vse več tujih humorističnih nadaljevank , kjer nastopa lezbični ali gejevski par .","zdaj biti ves vec tuj humoristicn nadaljevanka , kjer nastop lezbicen ali gejevski par ."
833036778,vecer.com,neutral,2018,left,1,"Kasneje se je našel v društvu LGBT in začeli so ga zanimati ekstremne skupine in posamezniki , ki so grozili gejevski in lezbični skupnosti , zato je začel vdirati v njihove računalniške naslove , da bi videl , kdo so in kaj hočejo .","kasno se biti najti v drustvo lgbt in zaceti biti on zanimat ekstremen skupina in posameznik , ki biti groziti gejevski in lezbicen skupnost , zato biti zaceti vdirati v njihov racunalniski naslov , da biti videti , kdo biti in kaj hoteti ."
835751239,Delo,positive,2018,left,1,"Suzana Tratnik ( 1963 ) , po izobrazbi sociologinja in magistrica antropologije , je pisateljica , prevajalka , publicistka in lezbična aktivistka .","suzana tratnik ( 1963 ) , po izobrazba sociologinja in magistrica antropologija , biti pisateljica , prevajalka , publicistka in lezbicen aktivistka ."
975450675,vecer.com,neutral,2018,left,1,"To je tisti lokal , ki ga je javnost najbolj poznala , kot bi pikro pripomnila njegova solastnica Barbara Rajgelj , iz črne kronike , ko so udeležence tamkajšnjega večera gejevske in lezbične poezije z molotovkami napadli homofobni objestneži .","ta biti tisti lokal , ki on biti javnost najbolj poznati , kot biti pikro pripomnila njegov solastnica barbara rajgelj , iz crn kronika , ko biti udelezenec tamkajsnji vecer gejevski in lezbicen poezija z molotovka napadel homofoben objestnez ."
945504688,vecer.com,neutral,2018,left,1,"Lanthios je s filmom o bolni in infantilni kraljici Anne in lezbičnem ljubezenskem trikotniku z Olivio Colman , Emmo Stone in Rachel Weisz v glavnih vlogah tokrat prepričal tudi tiste , ki njegovemu delu doslej niso bili najbolj naklonjeni , in dokazal , da zna narediti film , ki je všeč širši množici .","lanthios biti z film o bolan in infantilna kraljica anna in lezbicen ljubezensko trikotnik z olivio colman , emmo ston in rachel weisz v glaven vloga tokrat prepricati tudi tisti , ki njegov del doslej biti biti najbolj naklonjen , in dokazati , da znati narediti film , ki biti vsec sirok mnozica ."
801701193,Delo,neutral,2018,left,1,"Manifest lezbične sekcije je , po našem skromnem prepričanju , vseboval le preproste zahteve po izstopu iz anonimnosti in združevanju , s čimer smo želele odpraviti družbeno izolacijo , da ne bi več nobena lezbijka mislila , da je edina v Jugoslaviji .","manifest lezbicen sekcija biti , po nas skromnem prepricanje , vsebovalo le preprost zahteva po izstop iz anonimnost in zdruzevanje , z kar biti zeleti odpraviti druzbeno izolacija , da ne biti vec noben lezbijka misliti , da biti edin v jugoslavija ."
801701193,Delo,neutral,2018,left,1,"Načrtovale smo tematske razprave , izdajanje biltena , plesne večere in udeležbo na tujih lezbičnih konferencah .","nacrtovale biti tematska razprava , izdajanje bilten , plesen vecer in udelezba na tuj lezbicen konferenca ."
801701193,Delo,neutral,2018,left,1,"Štopale smo v evropske države , spoznavale lezbične iniciative v zahodnih prestolnicah in se vračale z nahrbtniki , polnimi knjig , časopisov in videokaset s presnetimi filmi .","stopale biti v evropski drzava , spoznaval lezbicen iniciative v zahoden prestolnica in se vracale z nahrbtnik , poln knjiga , casopis in videokaset z presnet film ."
801701193,Delo,neutral,2018,left,1,"Nosile smo svoje socialistične jugoslovanske izkušnje čez mejo in se vračale z znanjem , ki nas je postavilo v kontinuiteto lezbične zgodovine najmanj od dvajsetih let 20. stoletja naprej .","nosile biti svoj socialisticne jugoslovanski izkusnja cez meja in se vracale z znanje , ki jaz biti postavilo v kontinuiteta lezbicen zgodovina najmanj od dvajset leto 20 . stoletje naprej ."
801701193,Delo,neutral,2018,left,1,"To je bilo prvo javno razkritje lezbične skupine , ne le v Jugoslaviji , ampak tudi v vzhodni Evropi .","ta biti biti prvi javen razkritje lezbicen skupina , ne le v jugoslavija , ampak tudi v vzhoden evropa ."
801701193,Delo,neutral,2018,left,1,Iskanje predhodnic in sodobnic Oblikovanje lezbične skupnosti se je začelo z iskanjem z lučjo .,iskanje predhodnica in sodobnica oblikovanje lezbicen skupnost se biti zaceti z iskanje z luc .
801701193,Delo,neutral,2018,left,1,"V nasprotju z gejevsko predzgodovino v Sloveniji , kamor sodi najmanj umetniški krog dramatika Ivana Mraka , je bilo nemogoče najti podobne lezbične združbe .","v nasprotje z gejevsko predzgodovina v slovenija , kamor soditi najmanj umetniski krog dramatika ivan mraka , biti biti nemogoc najti podoben lezbicen zdruzba ."
801701193,Delo,neutral,2018,left,1,"Oglašali so se tudi moški , pod vplivom pornografije naivno prepričani , da jim bo lezbična skupina priskrbela dve lezbijki za v posteljo .","oglasali biti se tudi moski , pod vpliv pornografija naiven preprican , da on biti lezbicen skupina priskrbeti dva lezbijka za v postelja ."
801701193,Delo,neutral,2018,left,1,Vsekakor pa so se bale pridružiti se sekciji z imenom lezbična ali podpreti kakršne koli politične zahteve .,vsekakor pa biti se bale pridruzit se sekcija z ime lezbicen ali podpret kakrsna koli politicen zahteva .
801701193,Delo,neutral,2018,left,1,"Spoznavanje splošne slovenske situacije nas je streznilo , saj so bile razlike med uporniško subkulturo osemdesetih , v kateri je vzniknila tudi sekcija LL , in zatrtim lezbičnim življem enormne .","spoznavanje splosen slovenski situacija jaz biti streznilo , saj biti biti razlika med uporniska subkultura osemdeseti , v kateri biti vznikniti tudi sekcija ll , in zatrt lezbicen zivelj enormna ."
801701193,Delo,neutral,2018,left,1,"Gejevska sekcija Magnus in lezbična LL sta dejavno sodelovali pri skvotanju septembra 1993 in si izborili svoja kluba , današnja Tiffany in Monokel .","gejevska sekcija magnus in lezbicen ll biti dejavno sodelovati pri skvotanje september 1993 in se izboriti svoj klub , danasnja tiffany in monokel ."
801701193,Delo,neutral,2018,left,1,"Prostorsko domovanje je prineslo razcvet še na drugih področjih , zlasti oblikovanje infrastrukture , zbirk Lambde in lezbične Vizibilije pri založbi Škuc , telefonske linije Galfon za lezbijke in geje ter politične organizacije Roza klub , ki je združila sekciji LL in Magnus in izdajala skupno revijo Revolver .","prostorski domovanje biti prinesti razcvet se na drug podrocje , zlasti oblikovanje infrastruktura , zbirka lambda in lezbicen vizibilija pri zalozba skuc , telefonski linija galfon za lezbijka in geja ter politicen organizacija roza klub , ki biti zdruziti sekcija ll in magnus in izdajalo skupen revija revolver ."
801701193,Delo,neutral,2018,left,1,"Šibkejše in manjše skupine , kakršna je bila takrat lezbična , so pogosto obsojene na prilagajanje in čakanje na primernejši zgodovinski trenutek .","sibkejsa in majhen skupina , kakrsen biti biti takrat lezbicen , biti pogosto obsojen na prilagajanje in cakanje na primernejsa zgodovinski trenutek ."
801701193,Delo,neutral,2018,left,1,S krepitvijo lezbičnega in gejevskega gibanja v zadnjem desetletju 20. stoletja pa se je ojačalo tudi nasprotovanje in zaničevanje .,z krepitev lezbicen in gejevski gibanje v zadnji desetletje 20 . stoletje pa se biti ojacalo tudi nasprotovanje in zanicevanje .
801701193,Delo,neutral,2018,left,1,"Prav literatura je bila najmočnejše orožje , zavetišče in prostor svobode za številne lezbične ustvarjalke .","prav literatura biti biti moceniene orozje , zavetisce in prostor svoboda za stevilen lezbicen ustvarjalka ."
801701193,Delo,neutral,2018,left,1,"Dandanes pa se lezbično identiteto pogosto potiska po liniji družbene prilagojenosti : razkritje lezbične identitete , šolanje , služba , sklenitev istospolne partnerske skupnosti , stanovanje , avto , potomstvo .","dandanes pa se lezbicna identiteta pogosto potisk po linija druzben prilagojenost : razkritje lezbicen identiteta , solanje , sluzba , sklenitev istospolen partnerska skupnost , stanovanje , avto , potomstvo ."
824533640,Delo,positive,2018,left,1,Novi celovečerec Siniše Gačića in Dominika Menceja spremlja lezbični par z otrokom v času referenduma o družinskem zakoniku .,nov celovecerec sinisa gacic in dominika mencej spremljati lezbicen par z otrok v cas referendum o druzinsko zakonik .
990967173,Dnevnik,neutral,2018,left,1,"Prvenec režiserja Marcela Martinessija , v katerem nastopajo izključno ženski liki , v ospredje postavlja lezbični par v zrelih letih - družabno Chiquito in bolj introvertirano Chelo , zapečkarico , ki nekako životari v Chiquitini senci .","prvenec reziser marcela martinessija , v kateri nastopati izkljucno zenska lik , v ospredje postavljati lezbicen par v zrelo leto - druzabno chiquito in bolj introvertirana chelo , zapeckarica , ki nekako zivotar v chiquitina senca ."
818419735,Delo,neutral,2018,left,1,Lezbični par in ekonomska kriza Kritiki so naklonjeni tudi filmu Las Herederas ( Dedinji ) paragvajskega avtorja Marcela Martinessija o starejšem lezbičnem paru .,lezbicna par in ekonomski kriza kritik biti naklonjen tudi film las herederas ( dedinja ) paragvajski avtor marcela martinessija o stare lezbicen paru .
830574711,Delo,neutral,2018,left,1,Kako konservativna oziroma odprta je Ljubljana do lezbičnih in gejevskih parov ?,kako konservativna oziroma odprt biti ljubljana do lezbicen in gejevski par ?
849901116,Delo,neutral,2018,left,1,"Spremenil je policijski člen , po katerem so lahko zaslišali pripornika brez navzočnosti odvetnika , dosegel je , da je po smrti ene do partnerk v lezbičnem paru druga dedovala po njej , potem ko se je na premoženje , ki sta ga skupaj ustvarili , hotelo usesti sorodstvo umrle . . .","spremenil biti policijski clen , po kateri biti lahko zaslisal pripornik brez navzocnost odvetnik , doseci biti , da biti po smrt en do partnerka v lezbicen paru drug dedoval po on , potem ko se biti na premozenje , ki biti on skupaj ustvariti , hotelo usest sorodstvo umrl . . ."
845145627,vecer.com,neutral,2018,left,1,"Seks klubi , lezbični ali skupinski seks .","seks klub , lezbicen ali skupinska seks ."
859440188,Delo,neutral,2018,left,1,V politiko pa se tokrat prvič uradno podajajo tudi kandidati gejevske in lezbične skupnosti .,v politika pa se tokrat prvic uradno podajaja tudi kandidat gejevski in lezbicen skupnost .
797396895,Dnevnik,positive,2018,left,1,30 let lezbičnega gibanja :,30 leto lezbicen gibanje :
797396895,Dnevnik,positive,2018,left,1,"Počutila sem se varno , pove v smehu pisateljica in sociologinja Suzana Tratnik , ena od pionirk lezbičnega gibanja .","pocutiti biti se varen , povedati v smeh pisateljica in sociologinja suzana tratnik , en od pionirka lezbicen gibanje ."
797396895,Dnevnik,positive,2018,left,1,Prvi ( in zadnji ) sestanek lezbične podskupine se je tako zgodil v ljubljanski restavraciji Rio .,prvi ( in zadnji ) sestanek lezbicen podskupina se biti tako zgoditi v ljubljanski restavracija rio .
1289119696,Dnevnik,positive,2019,left,1,"Nina Dragičević je avtorica več kompozicij : nedavno je izdala tudi elektroakustično opereto Gospa , tega v realnosti ni , podpisala se je pod esejistični študiji Slavne neznane in Med njima je glasba , v katerih tematizira razvoj in pogoje ženske , specifično lezbične ustvarjalnosti v Sloveniji in širše .","nina dragicevic biti avtorica vec kompozicija : nedavno biti izdala tudi elektroakusticna opereta gospa , ta v realnost biti , podpisal se biti pod esejisticna studija slaven neznan in med on biti glasba , v kateri tematizira razvoj in pogoj zenska , specificna lezbicen ustvarjalnost v slovenija in sirsa ."
1168716472,Dnevnik,neutral,2019,left,1,V Sloveniji so zelo popularne tudi prostitutke srednjih let in lezbična pornografija .,v slovenija biti zelo popularen tudi prostitutka srednji leto in lezbicen pornografija .
1359555194,Dnevnik,positive,2019,left,1,"Kot daje slutiti že igralska zasedba , v filmu z izjemo prvih nekaj minut nastopajo zgolj ženske ; zgodba je postavljena na bretanski otok ob koncu 18. stoletja , v večinoma nedokumentirano življenje žensk , od njihovega umetniškega ustvarjanja do skupinskih obredov , od prekinitev nosečnosti do lezbičnih odnosov .","kot dajati slutiti ze igralska zasedba , v film z izjema prvi nekaj minuta nastopati zgolj zenska ; zgodba biti postavljen na bretanska otok ob konec 18 . stoletje , v vecinoma nedokumentirana zivljenje zenska , od njihov umetniski ustvarjanje do skupinski obred , od prekinitev nosecnost do lezbicen odnos ."
1058266641,vecer.com,positive,2019,left,1,"Leta , ko se je parad ponosa v Beogradu udeleževala le peščica najpogumnejših , obdana z armado policistov , se Srbom zdijo vedno bolj oddaljena , pozitiven premik v vsesplošnem občudovanju premierkine punce vidi tudi srbska LGBT skupnost , ki pa se hkrati zaveda , da dve lezbični lastovki še ne prinašata pomladi .","leto , ko se biti parada ponos v beograd udelezevalo le pescica pogumemeneses , obdana z armada policist , se srb zdeti vedno bolj oddaljen , pozitiven premik v vsesplosen obcudovanje premierkina punce videti tudi srbska lgbt skupnost , ki pa se hkrati zaveda , da dva lezbicen lastovka se ne prinasat pomlad ."
1321725282,Delo,negative,2019,left,1,"Homoseksualnost , lezbična razmerja , spolni odnosi pred poroko ali ( bog ne daj ) kaj svingerstvu ter sadomazohizmu podobnega so kot taki dolgo veljali za greh .","homoseksualnost , lezbicen razmerje , spolen odnos pred poroka ali ( bog ne daj ) kaj svingerstvo ter sadomazohizem podoben biti kot tak dolgo veljalo za greh ."
1143454612,vecer.com,negative,2019,left,1,Zaradi lezbičnega poljuba Belle Hadid se je Calvin Klein moral opravičiti .,zaradi lezbicen poljuba belle hadid se biti calvin klein morati opravicita .
1328709877,vecer.com,neutral,2019,left,1,"Najbolj popularne kategorije avdioposnetkov na spletnem portalu Quinn so lezbični seks , BDSM , očka in vse , kar vključuje britanski naglas .","najbolj popularen kategorija avdioposnetek na spleten portal quinn biti lezbicen seks , bdsm , ocka in ves , kar vkljucevati britanski naglas ."
1057995813,Delo,negative,2019,left,1,Po vrsti odvečnih vprašanj o njeni spolni usmerjenosti je njeno javno pojavljanje s partnerko Milico Đurić zbujalo pozornost bolj zaradi lepega videza lezbičnega para kot zaradi česa drugega .,po vrsta odvecen vprasanje o njen spolen usmerjenost biti njen javen pojavljanje z partnerka milico đuric zbujala pozornost bolj zaradi lep videz lezbicen para kot zaradi kaj drug .
1288008484,Dnevnik,neutral,2019,left,1,"Na rojstnem listu otroka lezbičnega para bo namesto mati in oče pisalo , da ima otrok mater in mater .","na rojsten list otrok lezbicen para biti namesto mati in oce pisati , da imeti otrok mati in mati ."
1192801355,Delo,positive,2019,left,1,"Poznejša ikona pop kulture kot lezbičnega in feminističnega gibanja , kot je pisateljico označil prevajalec in urednik njene Čitanke Andrej E. Skubic , je v trpki knjigi ponudila vpogled v vse , kar prinese vojna , a običajno ne ostane na rešetu javnega spomina .","poznejse ikona pop kultura kot lezbicen in feministicnig gibanje , kot biti pisateljica oznaciti prevajalec in urednik njen citanka andrej e . skubica , biti v trpka knjiga ponuditi vpogled v ves , kar prinesti vojna , a obicajno ne ostati na reset javen spomina ."
1166091968,Dnevnik,neutral,2019,left,1,"Moški , ki je svoji lezbični prijateljici daroval spermo , da je lahko rodila otroka , je njegov zakoniti oče in ima starševske pravice , je danes razsodilo avstralsko vrhovno sodišče .","moski , ki biti svoj lezbicen prijateljica daroval sperma , da biti lahko roditi otrok , biti njegov zakonit oce in imeti starsevski pravica , biti danes razsodilo avstralski vrhoven sodisce ."
1128076313,Delo,neutral,2019,left,1,"To med drugim zagotavlja z brezdomskimi , begunskimi in lezbičnimi oddajami , pri katerih so na primer begunci vključeni že v proces izdelave oddaje .","ta med drug zagotavljati z brezdomski , begunski in lezbicen oddaja , pri kateri biti na primer begunec vkljucen ze v proces izdelava oddaja ."
1410617163,vecer.com,neutral,2020,left,1,"Slikarki Elisabeth Ohlson Wallin je tam uspelo razstaviti sliko paradiža , na kateri je Adama in Evo zamenjala z lezbičnim in gejevskim parom .","slikarka elisabeth ohlson wallin biti tam uspeti razstavit slika paradiz , na kateri biti adama in eva zamenjati z lezbicen in gejevski par ."
1434715167,vecer.com,negative,2020,left,1,"V tem trenutku v Londonu delam s somalijskimi materami , ki se zelo težko spopadajo s tem , da njihove otroke v šoli poučujejo o lezbičnih in gejevskih pravicah .","v ta trenutek v london delama z somalijski matera , ki se zelo tezek spopadati z ta , da njihov otrok v sola poucevati o lezbicen in gejevski pravica ."
6296538225,vecer.com,neutral,2020,left,1,"Posvojitve za istospolne pare , homoseksualne zakonske zveze in postopki oploditve za lezbične pare pa so zakoniti že od leta 2009 .","posvojitev za istospolen pare , homoseksualna zakonski zveza in postopek oploditev za lezbicen pare pa biti zakonit ze od leto 2009 ."
1409724751,vecer.com,neutral,2020,left,1,"Poročena je bila z moškim , a je kmalu v sebi prepoznala lezbična nagnjenja .","porocen biti biti z moski , a biti kmalu v se prepoznal lezbicen nagnjenje ."
6114034135,Delo,positive,2020,left,1,"NOMINIRANCI Suzana Tratnik je pisateljica , prevajalka , publicistka in lezbična aktivistka .","nominiranca suzana tratnik biti pisateljica , prevajalka , publicistka in lezbicen aktivistka ."
6190785071,Dnevnik,negative,2020,left,1,"Opis ustreza tudi domnevnemu napadalcu na lokal Rosalila pantherke , ki ga upravlja graško društvo lezbične in gejevske skupnosti .","opis ustrezati tudi domneven napadalec na lokal rosalilo pantherka , ki on upravljati graska drustvo lezbicen in gejevski skupnost ."
6110248871,Delo,neutral,2020,left,1,"Suzana Tratnik je pisateljica , prevajalka , publicistka in lezbična aktivistka .","suzana tratnik biti pisateljica , prevajalka , publicistka in lezbicen aktivistka ."
524581555,Nova24TV,negative,2016,right,1,"Feministke so tako nore , da se v seksu z moškim zdijo same sebi premagane , zato refleksno kujejo lezbični seks v zvezde , ker v lezbičnem seksu nobena od žensk ni premagana .","feministka biti tako nora , da se v seks z moski zdeti sam se premagan , zato refleksna kujeja lezbicen seks v zvezda , ker v lezbicen seks noben od zenska biti premagan ."
524286470,Nova24TV,negative,2016,right,1,"Feministke so tako nore , da se v seksu z moškim zdijo same sebi premagane , zato refleksno kujejo lezbični seks v zvezde , ker v lezbičnem seksu nobena od ženskni premagana .","feministka biti tako nora , da se v seks z moski zdeti sam se premagan , zato refleksna kujeja lezbicen seks v zvezda , ker v lezbicen seks noben od zenskn premagan ."
516827455,Nova24TV,neutral,2016,right,1,Laž številka 4 : Podpiram lezbične in gejevske poroke,laz stevilka 4 : podpirama lezbicen in gejevski poroka
516827455,Nova24TV,neutral,2016,right,1,"Sedaj , ko kandidira za ameriško predsednico , pa je popolnoma obrnila ploščo in na veliko navija za gejevske in lezbične poroke .","sedaj , ko kandidira za ameriski predsednica , pa biti popolnoma obrniti plosca in na veliko navija za gejevski in lezbicen poroka ."
508930370,Nova24TV,neutral,2016,right,1,Produkt lezbične revolucije v 80-ih,produkt lezbicen revolucija v pov
508930370,Nova24TV,neutral,2016,right,1,"Kako se počuti ženska , ki samo sebe opiše kot produkt lezbične revolucije v 80-ih ?","kako se pocutiti zenska , ki samo se opisa kot produkt lezbicen revolucija v pov ?"
573499584,Nova24TV,neutral,2016,right,1,"Vse kaže , da se vedno bolj potrjujejo znanstvene raziskave , da je odraščanje otrok v homoseksualnih in lezbičnih skupinah travmatično in za otroke neprimerno .","ves kazati , da se vedno bolj potrjevati znanstven raziskava , da biti odrascanje otrok v homoseksualni in lezbicen skupina travmaticno in za otrok neprimerno ."
730124039,Nova24TV,negative,2017,right,1,"Ugotovili so , da je bil deček zlorabljen in da ni trpel za neko vrsto bolezni , kot je to skušal zdravnike prepričati lezbični par .","ugotovilo biti , da biti biti decek zlorabljen in da biti trpeti za nek vrsta bolezen , kot biti ta skusati zdravnik prepricati lezbicen par ."
782869597,Nova24TV,neutral,2017,right,1,"Razen morda protidružinsko ministrstvo Anje Kopač Mrak , ki je v navezi s homoseksualnim lobijem in filozofsko fakulteto prav te dni ( ! ) izdatno porabljalo vaš denar z izvirno stripovsko propagando homoseksualnega in lezbičnega načina življenja .","razen morda protidruzinska ministrstvo anje kopac mrak , ki biti v naveza z homoseksualnim lobik in filozofsko fakulteta prav ta dan ( ! ) izdatno porabljalo vas denar z izviren stripovski propaganda homoseksualneg in lezbicen nacin zivljenje ."
782869597,Nova24TV,neutral,2017,right,1,"V intimi svoje volilne komorce boste odločali tudi o tem , ali bodo lobiji , ki se hranijo z nesrečo ljudi , ki živijo v homoseksualnih , lezbičnih odnosih , v poliamoriji in drugih perverznih razmerjih , smeli zahtevati posvojitve in kupovanje vaših otrok .","v int svoj volilen komorec biti odlocati tudi o ta , ali biti lobija , ki se hraniti z nesreca clovek , ki ziveti v homoseksualni , lezbicen odnos , v poliamorij in drug perverzen razmerje , smeti zahtevati posvojitev in kupovanje vas otrok ."
697650436,Nova24TV,neutral,2017,right,1,"Susan Holt ( 1996 ) poroča , da je domače nasilje lezbičnih skupnosti takoj za problemom AIDS-a in zasvojenostjo z drogo .","susan holt ( 1996 ) porocati , da biti domac nasilje lezbicen skupnost takoj za problem aids - a in zasvojenost z droga ."
650547390,Nova24TV,neutral,2017,right,1,"Samo zato , ker ne podpirajo teorije spola , homoseksualnih in lezbičnih porok , ali ne spečejo torte homoseksualcem .","samo zato , ker ne podpirati teorija spol , homoseksualni in lezbicen porok , ali ne speceja tort homoseksualec ."
724589364,Nova24TV,neutral,2017,right,1,"Ob tem tudi zahteva , da so zakonske zveze , kjer se recimo mož spremeni v žensko , še naprej zakonske zveze , vendar lezbične .","ob ta tudi zahtevati , da biti zakonski zveza , kjer se reci moz spremeniti v zenska , se naprej zakonski zveza , vendar lezbicen ."
771355474,Nova24TV,neutral,2017,right,1,V vrhunski mednarodni reviji Marriage & Familly review je dr. Walter R. Schumm primerjal lezbične skupnostmi z družinami očeta in matere .,v vrhunska mednaroden revija marriage & familly review biti dr . walter r . schum primerjal lezbicen skupnost z druzina oce in mati .
771355474,Nova24TV,neutral,2017,right,1,"Tako je podobno kot Biblarz in Stacey ugotovil , da so lezbične skupnosti z otroki dosti manj stabilne in se pogosteje soočajo z razpadom skupnosti kot heteroseksualne družine otrok , očeta in matere .","tako biti podobno kot biblarz in stacey ugotoviti , da biti lezbicen skupnost z otrok dosti manj stabilen in se pogosto soocaja z razpad skupnost kot heteroseksualen druzina otrok , oce in mati ."
771355474,Nova24TV,neutral,2017,right,1,Tako je 13% lezbičnih skupnosti po 5 letih od posvojitve otroka že ločenih .,tako biti 13 % lezbicen skupnost po 5 leto od posvojitev otrok ze locen .
771355474,Nova24TV,neutral,2017,right,1,Po desetih letih skupnega bivanja je ločenih med 15 in 20% heteroseksualnih skupnosti ter med 40 in 45% lezbičnih skupnosti .,po deset leto skupen bivanje biti locen med 15 in 20 % heteroseksualni skupnost ter med 40 in 45 % lezbicen skupnost .
708613253,Nova24TV,positive,2017,right,1,"Naraščajoča nestrpnost do kristjanov , nasilne migracije , novodobna poganska čaščenja homoseksualne in lezbične spolnosti , uničevanje demokracije in izrinjanje Boga iz javnega življenja nas vodijo v zaton vrednot in propad naroda .","narascajoc nestrpnost do kristjan , nasilna migracija , novodobna poganska cascenje homoseksualna in lezbicen spolnost , unicevanje demokracija in izrinjanje bog iz javen zivljenje jaz voditi v zaton vrednota in propad narod ."
